,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
9,Scrapple,"The 2007 Report on Headcheese, Meat Loaves, Scrapple, Puddings, Chili Con Carne, and Jellied Goods from Purchased Carcasses: World Market Segmentation by City",Philip M. Parker,Icon Group,0,0.00,"('11', '13', '2006')",2006
10,Scrapple,Website Review: WARNING - Post contains scrapple references,Davis Whiteman,,0,0.00,"(None, None, None)",
11,Scrapple,"Desayunos: Tostada, Desayuno, Pupusa, Desayuno Completo, Sopa de Ajo, Tortilla Francesa, Sandwich Mixto, Chocolate Con Churros, Gofre, Corn Flakes de Kellogg's, Revuelto de Huevo, Galleta Maria, Scrapple, Capuchino",Source Wikipedia,University-Press.Org,1,5.00,"('9', '12', '2013')",2013
12,Scrapple,"Compositions by Charlie Parker: Billie's Bounce, Ornithology, Donna Lee, Ko-Ko, Scrapple From the Apple, Moose the Mooche, Confirmation",Books LLC,,0,0.00,"(None, None, None)",
13,Scrapple,"The 2007-2012 World Outlook for Headcheese, Meat Loaves, Scrapple, Puddings, Chili Con Carne, and Jellied Goods from Purchased Carcasses",Phillip M. Parker,Icon Group,0,0.00,"('5', '18', '2006')",2006
14,Scrapple,Just A Girl Who Loves Scrapple: Scrapple Lovers Girl Women Funny Gifts Lined Journal Notebook 6x9 120 Pages,Rhart Fd Njgcom,Independently Published,0,0.00,"('12', '17', '2019')",2019
15,Scrapple,"Cortes de Carne: Casqueria, Cortes de Cerdo, Tripas, Queso de Cabeza, Entrecot, Sangre, Gopchang Jeongol, Filete, Scrapple, Churrasco, Faggot",Fuente Wikipedia,"Books LLC, Wiki Series",0,0.00,"('5', '28', '2011')",2011
16,Scrapple,The Scrapple Eater: A Novella,Byron Grush,,0,0.00,"(None, None, None)",
17,Scrapple,Funny Bernie Sanders Gift Journal Peace Love Scrapple For All: Humorous Scrapple Gift Vote Bernie Sanders 2020 Gag Gift Political Election Better Than A Card 120 Pg Notebook 6x9,Political Election Press,,0,0.00,"(None, None, None)",
0,Jackaby,"Jackaby (Jackaby, #1)",William Ritter,Algonquin Young Readers,21009,3.83,"('9', '16', '2014')",2014
1,Jackaby,"Beastly Bones (Jackaby, #2)",William Ritter,Algonquin Young Readers,7669,3.95,"('9', '22', '2015')",2015
2,Jackaby,"Ghostly Echoes (Jackaby, #3)",William Ritter,Algonquin Young Readers,5083,4.09,"('8', '23', '2016')",2016
3,Jackaby,"The Map (Jackaby, #1.5)",William Ritter,Algonquin Books,1147,3.91,"('6', '15', '2015')",2015
4,Jackaby,"The Dire King (Jackaby, #4)",William Ritter,Algonquin Young Readers,3091,4.12,"('8', '22', '2017')",2017
5,Jackaby,Jackaby [Preview],William Ritter,,15,4.47,"(None, None, None)",
6,Jackaby,Son of Dust (Jackaby's Tale Book 1),Tom Haug,,2,3.50,"(None, None, None)",
0,Oddmire,"Changeling (The Oddmire, #1)",William Ritter,Algonquin Young Readers,598,4.08,"('7', '16', '2019')",2019
1,Oddmire,"The Unready Queen (The Oddmire, #2)",William Ritter,,122,4.31,"('6', '23', '2020')",2020
2,Oddmire,"The Oddmire, Book 3: Deepest, Darkest",William  Ritter,Algonquin Young Readers,2,5.00,"('6', '22', '2021')",2021
0,Sellout,The Sellout,Paul Beatty,"Farrar, Straus and Giroux",44995,3.76,"(None, None, '2015')",2015
1,Sellout,Tranny: Confessions of Punk Rock's Most Infamous Anarchist Sellout,Laura Jane Grace,Hachette Books,5405,4.28,"('11', '15', '2016')",2016
2,Sellout,"Powers, Vol. 6: The Sellouts",Brian Michael Bendis,Marvel,2186,4.15,"('7', '28', '2004')",2004
3,Sellout,Sellout,Ebony Joy Wilkins,Scholastic Press,240,3.85,"('7', '1', '2010')",2010
4,Sellout,Sellout,Donald Jans,Sheabeau Publishing,14,4.73,"('5', '15', '2015')",2015
5,Sellout,The Sellout: How Three Decades of Wall Street Greed and Government Mismanagement Destroyed the Global Financial System,Charles Gasparino,Harper Business,204,3.86,"('11', '3', '2009')",2009
6,Sellout,"Sellout: How Washington Gave Away America's Technological Soul, and One Man's Fight to Bring It Home",Victoria   Bruce,Bloomsbury USA,42,4.61,"('6', '6', '2017')",2017
7,Sellout,Sellout: The Politics of Racial Betrayal,Randall Kennedy,Pantheon,138,3.90,"('1', '8', '2008')",2008
8,Sellout,Sellout,James W.  Lewis,Pantheon Collective (Tpc),103,3.85,"('6', '7', '2010')",2010
9,Sellout,The Sellouts,Jeffrey Alan Henning,CreateSpace,4,3.50,"('8', '16', '2015')",2015
10,Sellout,"Damn, It Feels Good to Be a Banker: And Other Baller Things You Only Get to Say If You Work on Wall Street",Leveraged Sellout,Hachette Books,275,3.57,"('8', '5', '2008')",2008
11,Sellout,Sellout: The Inside Story of President Clinton's Impeachment,David P. Schippers,Regnery Publishing,58,3.70,"('8', '1', '2000')",2000
12,Sellout,"Saviors or Sellouts: The Promise and Peril of Black Conservatism, from Booker T. Washington to Condoleezza Rice",Christopher Alan Bracey,Beacon Press,22,3.68,"('2', '1', '2008')",2008
13,Sellout,The Ethical Sellout: Maintaining Your Integrity in the Age of Compromise,Lily Zheng,Berrett-Koehler Publishers,15,4.21,"('10', '29', '2019')",2019
14,Sellout,From Solidarity to Sellout,Tadeusz Kowalik,Monthly Review Press,8,3.67,"('7', '1', '2012')",2012
15,Sellout,Sellout: Aldrich Ames and the Corruption of the CIA,James Adams,Viking Books,16,3.86,"('4', '1', '1995')",1995
16,Sellout,"Sellout (Shifter High, #1)",Scarlett Haven,,1,3.00,"(None, None, None)",
17,Sellout,Summary of The Sellout: A Novel by Paul Beatty (Book Club Edition),Scribr,,4,3.75,"(None, None, None)",
18,Sellout,Ethical Sellout: A Designer's Guide to Giving a F/ck,Kelly Small,,12,5.00,"(None, None, None)",
19,Sellout,AWA 1983: Sellouts Before the Storm,D.A. White,,6,4.00,"(None, None, None)",
0,The Elementalists,The Elementalist,V.V. Mont,,27,4.85,"(None, None, None)",
1,The Elementalists,The Elementalists,C.  Sharp,Diversion Books,142,3.96,"('10', '28', '2014')",2014
2,The Elementalists,"The Elementalist (Ransomed Soul Series, #2)",Melissa J. Cunningham,Clean Teen Publishing,34,4.03,"('3', '3', '2015')",2015
3,The Elementalists,The Elementalist (Four Elements #1),J.R. Rain,,131,4.22,"(None, None, None)",
4,The Elementalists,The Flesh Elementalist: Book One of The Flesh Elementalist,Outspan Foster,,204,4.13,"(None, None, None)",
5,The Elementalists,Elementalist: The New Inheritance,Tyler Seever,,39,3.31,"(None, None, None)",
6,The Elementalists,The Elementalist : Next of Kin: The Kothian Chronicles,Andrew G. Wood,,39,3.92,"(None, None, None)",
7,The Elementalists,The Elementalist (The Kothian Chronicles Book 1),Andrew G. Wood,,115,3.83,"(None, None, None)",
8,The Elementalists,"The Elementalist: Rise of Hara (Elemental Spies, #1)",T. M.  White,,25,3.27,"(None, None, None)",
9,The Elementalists,The Elementalist (The Ransomed Souls Series Book 2),Melissa Cunningham,,11,4.00,"(None, None, None)",
10,The Elementalists,The Elementalists,Andrew Maloney,WestBow Press,13,4.62,"('9', '20', '2013')",2013
11,The Elementalists,Carbon (The Elementalists #1),Katie     Davis,,1,4.50,"(None, None, None)",
12,The Elementalists,"금발의 정령사 1 [Geumbal'eui Jeongryeongsa 1] (The Golden-Haired Elementalist, Season 1)",Geulbi,봄툰,15,3.93,"('9', '11', '2019')",2019
13,The Elementalists,The Elementalist Generation (The Elemental Prodigies Book 1),Bryson Arcane,,7,3.57,"(None, None, None)",
14,The Elementalists,Monarch: The Elementalist: The first book of the Monarch Series,Gideon Omoruyi,,8,4.25,"(None, None, None)",
15,The Elementalists,The Elementalist: Battle of the Mind: The Kothian Chronicles,Andrew G. Wood,Createspace Independent Publishing Platform,6,3.33,"('11', '22', '2015')",2015
16,The Elementalists,The Elementalist,Andy Coughlan,,8,3.25,"(None, None, None)",
17,The Elementalists,Water House (The Elementalists Book 1),Shelly Jarvis,,2,2.50,"(None, None, None)",
18,The Elementalists,Phoenix Rising (The Elementalists Book 1),Ephie Risho,,3,4.00,"(None, None, None)",
19,The Elementalists,The Elementalist: Rise of Hara (Elemental Spies Book 1),T. M. White,,1,4.00,"(None, None, None)",
0,It Started With Goodbye,It Started With Goodbye,Christina June,Blink/HarperCollins,1667,3.79,"('5', '9', '2017')",2017
1,It Started With Goodbye,"It Starts With Goodbye (Ashley Jones Trilogy, #3)",Courtney Elsberry,,0,0.00,"('12', '22', '2018')",2018
2,It Started With Goodbye,It's Time To Say Goodbye (It Started With A Kiss),Vivienne Stirk,,1,3.00,"(None, None, None)",
0,What if It's Us,"What If It's Us (What If It's Us, #1)",Becky Albertalli,HarperTeen,49699,3.91,"('10', '9', '2018')",2018
1,What if It's Us,"Here's to Us (What If It's Us, #2)",Becky Albertalli,HarperTeen,24,4.36,"(None, None, '2021')",2021
2,What if It's Us,Back From the Future!: What Would the Word of God Reveal to Us If We Employed the Bible as the Key to Unlocking its Own Mysteries? (Keys to the Kingdom Book 3),Dennis Blackwell,,0,0.00,"(None, None, None)",
3,What if It's Us,"Good days start with gratitude Journal: Great way for kids to learn to appreciate life! It is so easy to use! Even if your kid isn't old enough to write in them, it's fun to take 30 minutes to work with your kids to talk about what they're grateful for",Lady Chris,Independently Published,0,0.00,"('1', '1', '2020')",2020
4,What if It's Us,"What If Soy Milk Is Just Regular Milk Introducing Itself in Spanish: Funny Cat Meme Book Caturday Gift. Perfect for School, Writing Poetry, Use as a Diary, Gratitude Writing, Travel Journal or Dream Journal",Cat Meme Publishers,Independently Published,0,0.00,"('2', '24', '2019')",2019
